First Author,Year,Country,Design,Outcome,Population - Primary,Population - Original,Risk Factor - Category,Risk Factor - Primary,Risk Factor - Secondary,Risk Factor - Original,Comparator,Estimator,Size Effect,Confidence Interval,P Value,Paper Title,Paper DOI,Paper PMID,Paper Web Link
Miranda-Mendizabal,2019,Spain,Meta-analysis,SC,"Children, adolescents and young adults",Female adolescents/young adults ,Violence,Victim of violence,Childhood maltreatment,Childhood maltreatment,,OR,11.2,"CI95 [1.71, 73.21]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SA,"Children, adolescents and young adults",Male adolescents/young adults ,Non-fatal suicidal behaviors,SA,SA,Previous suicide attempts,,OR,31.33,"CI95 [9.36, 104.88]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Miranda-Mendizabal,2019,Spain,Meta-analysis,SC,"Children, adolescents and young adults",Male adolescents/young adults ,Violence,Victim of violence,Childhood maltreatment,Childhood maltreatment,,OR,33.77,"CI95 [6.43, 117.42]",,Gender differences in suicidal behavior in adolescents and young adults: systematic review and meta-analysis of longitudinal studies,10.1007/s00038-018-1196-1,30635683,https://pubmed.ncbi.nlm.nih.gov/30635683/
Mirkovic,2020,France,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Adolescents who were hospitalized for SA,Non-fatal suicidal behaviors,SA,Number of previous SA,Total number of SA,,OR,1.52,"CI95 [1.03, 2.23]",,Repeating a suicide attempt during adolescence: risk and protective factors 12 months after hospitalization,10.1007/s00787-020-01491-x,32052175,https://pubmed.ncbi.nlm.nih.gov/32052175/
Mirkovic,2020,France,Cohort,SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Adolescents who were hospitalized for SA,Medication,Other medication,Receiving medication at baseline,Receiving medication at baseline,,OR,5.53,"CI95 [1.67, 19.45]",,Repeating a suicide attempt during adolescence: risk and protective factors 12 months after hospitalization,10.1007/s00787-020-01491-x,32052175,https://pubmed.ncbi.nlm.nih.gov/32052175/
Morabito,2020,United States,Cohort,SI,Adults,Trauma-exposed adults,Psychiatric and Mental Health Conditions,Post-traumatic stress disorder and trauma,PTSD hyperarousal symptoms,PTSD hyperarousal symptoms,,Beta,0.14,,0.041,Hyperarousal symptoms and perceived burdensomeness interact to predict suicidal ideation among trauma-exposed individuals,10.1016/j.jpsychires.2020.07.029,32841904,https://pubmed.ncbi.nlm.nih.gov/32841904/
Morabito,2020,United States,Cohort,SI,Adults,Trauma-exposed adults,Psychiatric and Mental Health Conditions,Post-traumatic stress disorder and trauma,Hyperarousal symptoms x perceived burdensomeness,Hyperarousal symptoms x perceived burdensomeness,,Beta,0.01,,0.043,Hyperarousal symptoms and perceived burdensomeness interact to predict suicidal ideation among trauma-exposed individuals,10.1016/j.jpsychires.2020.07.029,32841904,https://pubmed.ncbi.nlm.nih.gov/32841904/
Morabito,2020,United States,Cohort,SI,Adults,Trauma-exposed adults,Interpersonal Theory of Suicidal Behavior,Perceived burdensomeness ,Hyperarousal symptoms x perceived burdensomeness,Hyperarousal symptoms x perceived burdensomeness,,Beta,0.01,,0.043,Hyperarousal symptoms and perceived burdensomeness interact to predict suicidal ideation among trauma-exposed individuals,10.1016/j.jpsychires.2020.07.029,32841904,https://pubmed.ncbi.nlm.nih.gov/32841904/
Morabito,2020,United States,Cohort,SI,Adults,Trauma-exposed adults,Interpersonal Theory of Suicidal Behavior,Capability for suicide ,Acquired capability,Acquired capability,,Beta,0.01,,0.006,Hyperarousal symptoms and perceived burdensomeness interact to predict suicidal ideation among trauma-exposed individuals,10.1016/j.jpsychires.2020.07.029,32841904,https://pubmed.ncbi.nlm.nih.gov/32841904/
Morabito,2020,United States,Cohort,SI,Adults,Trauma-exposed adults,Interpersonal Theory of Suicidal Behavior,Thwarted belongingness ,Thwarted belongingness,Thwarted belongingness,,Beta,0.01,,0.042,Hyperarousal symptoms and perceived burdensomeness interact to predict suicidal ideation among trauma-exposed individuals,10.1016/j.jpsychires.2020.07.029,32841904,https://pubmed.ncbi.nlm.nih.gov/32841904/
Morgan,2019,Australia,Cohort,DSH,Adults,Adults,Health Insurance,Health Insurance,Type of insurance: Private health insurance,Private insurance,,OR,1.46,"CI95 [1.12, 1.92]",,Incidence and Determinants of Mental Health Service Use After Bariatric Surgery,10.1001/jamapsychiatry.2019.2741,31553420,https://pubmed.ncbi.nlm.nih.gov/31553420/
Morgan,2019,Australia,Cohort,DSH,Adults,Adults,NSSI and deliberate self-harm (undetermined intention),Deliberate self-harm,Prior hospitalization for deliberate self-harm,"Prior hospitalization, DSH",,OR,2.42,"CI95 [1.50, 3.91]",,Incidence and Determinants of Mental Health Service Use After Bariatric Surgery,10.1001/jamapsychiatry.2019.2741,31553420,https://pubmed.ncbi.nlm.nih.gov/31553420/
Morgan,2019,Australia,Cohort,DSH,Adults,Adults,Psychiatric and Mental Health Conditions,Mental health disorders (unspecified),Prior hospitalization for mental disorders due to psychoactive substance use,"Prior hospitalization, mental disorders due to psychoactive substance use",,OR,2.75,"CI95 [1.65, 4.57]",,Incidence and Determinants of Mental Health Service Use After Bariatric Surgery,10.1001/jamapsychiatry.2019.2741,31553420,https://pubmed.ncbi.nlm.nih.gov/31553420/
Morgan,2019,Australia,Cohort,DSH,Adults,Adults,Physical Health Conditions,Digestive condition,Bariatric surgery,Bariatric surgery,,IRR,2.8,"CI95 [2.2, 3.5]",,Incidence and Determinants of Mental Health Service Use After Bariatric Surgery,10.1001/jamapsychiatry.2019.2741,31553420,https://pubmed.ncbi.nlm.nih.gov/31553420/
Morgan,2019,Australia,Cohort,DSH,Adults,Adults,Physical Health Conditions,Digestive condition,Gastric bypass surgery,"Type of operation, gastric bypass",,OR,3.62,"CI95 [1.12, 11.76]",,Incidence and Determinants of Mental Health Service Use After Bariatric Surgery,10.1001/jamapsychiatry.2019.2741,31553420,https://pubmed.ncbi.nlm.nih.gov/31553420/
Morgan,2019,Australia,Cohort,DSH,Adults,Adults,NSSI and deliberate self-harm (undetermined intention),Deliberate self-harm,Prior ED presentation with DSH or suicidal ideation,Prior ED presentation with DSH or suicidal ideation,,OR,4.84,"CI95 [2.74, 8.54]",,Incidence and Determinants of Mental Health Service Use After Bariatric Surgery,10.1001/jamapsychiatry.2019.2741,31553420,https://pubmed.ncbi.nlm.nih.gov/31553420/
Morgan,2019,Australia,Cohort,DSH,Adults,Adults,Suicidal ideation and cognitions,SI,Prior ED presentation with DSH or suicidal ideation,Prior ED presentation with DSH or suicidal ideation,,OR,4.84,"CI95 [2.74, 8.54]",,Incidence and Determinants of Mental Health Service Use After Bariatric Surgery,10.1001/jamapsychiatry.2019.2741,31553420,https://pubmed.ncbi.nlm.nih.gov/31553420/
Morgan,2019,Australia,Cohort,DSH,Adults,Adults,Psychiatric and Mental Health Conditions,Mood disorders (unspecified),Prior hospitalization for mood disorders,"Prior hospitalization, mood disorders",,OR,5.89,"CI95 [4.07, 8.50]",,Incidence and Determinants of Mental Health Service Use After Bariatric Surgery,10.1001/jamapsychiatry.2019.2741,31553420,https://pubmed.ncbi.nlm.nih.gov/31553420/
Morgan,2019,Australia,Cohort,SI,Adults,Adults,Physical Health Conditions,Digestive condition,Bariatric surgery,Bariatric surgery,,IRR,7,"CI95 [5.7, 8.6]",,Incidence and Determinants of Mental Health Service Use After Bariatric Surgery,10.1001/jamapsychiatry.2019.2741,31553420,https://pubmed.ncbi.nlm.nih.gov/31553420/
Naifeh,2019,United States,Cohort,SA,Military service members and veterans,Army soldiers ,Military Factors,Military occupation,Combat arms soldiers,Military occupation: Combat arms soldiers,All other occupations,OR,1.2,"CI95 [1.1, 1.2]",,The Army Study to Assess Risk and Resilience in Service members (Army STARRS): progress toward understanding suicide among soldiers,10.1038/s41380-018-0197-z,30104726,https://pubmed.ncbi.nlm.nih.gov/30104726/
Naifeh,2019,United States,Cohort,SA,Military service members and veterans,Army soldiers ,Military Factors,Military occupation,Combat medics,Military occupation: Combat medics,All other occupations,OR,1.4,"CI95 [1.3, 1.5]",,The Army Study to Assess Risk and Resilience in Service members (Army STARRS): progress toward understanding suicide among soldiers,10.1038/s41380-018-0197-z,30104726,https://pubmed.ncbi.nlm.nih.gov/30104726/
Naifeh,2019,United States,Cohort,SA,Military service members and veterans,Army soldiers ,Military Factors,Deployment,Dwell time (time between deployments) of 6 months or less ,Dwell time (time spent at home station between deployments to war zones) of 6 months or less ,Longer,OR,1.6,"CI95 [1.2, 2.0]",,The Army Study to Assess Risk and Resilience in Service members (Army STARRS): progress toward understanding suicide among soldiers,10.1038/s41380-018-0197-z,30104726,https://pubmed.ncbi.nlm.nih.gov/30104726/
Naifeh,2019,United States,Cohort,SA,Military service members and veterans,Army soldiers ,Military Factors,Deployment,12 months or less of service before first time deployment ,12 months or less of service before first time deployment ,Longer service before deployment,OR,2,"CI95 [1.6, 2.4]",,The Army Study to Assess Risk and Resilience in Service members (Army STARRS): progress toward understanding suicide among soldiers,10.1038/s41380-018-0197-z,30104726,https://pubmed.ncbi.nlm.nih.gov/30104726/
Naifeh,2019,United States,Cohort,SA,Military service members and veterans,Army soldiers ,Violence,Victim of violence,Victims of family violence,Victims of family violence,,OR,2.1,"CI95 [1.8, 2.5]",,The Army Study to Assess Risk and Resilience in Service members (Army STARRS): progress toward understanding suicide among soldiers,10.1038/s41380-018-0197-z,30104726,https://pubmed.ncbi.nlm.nih.gov/30104726/
Naifeh,2019,United States,Cohort,SA,Military service members and veterans,Army soldiers ,Family Characteristics,Family adversity,Victims of family violence,Victims of family violence,,OR,2.1,"CI95 [1.8, 2.5]",,The Army Study to Assess Risk and Resilience in Service members (Army STARRS): progress toward understanding suicide among soldiers,10.1038/s41380-018-0197-z,30104726,https://pubmed.ncbi.nlm.nih.gov/30104726/
Naifeh,2019,United States,Cohort,SA,Military service members and veterans,Army soldiers ,Family Characteristics,Family adversity,"History of family violence documented in legal, Family Services, and medical records ","History of family violence documented in legal, Family Services, and medical records ",No family violence history,OR,2.9,"CI95 [2.6, 3.2]",,The Army Study to Assess Risk and Resilience in Service members (Army STARRS): progress toward understanding suicide among soldiers,10.1038/s41380-018-0197-z,30104726,https://pubmed.ncbi.nlm.nih.gov/30104726/
Naifeh,2019,United States,Cohort,SA,Military service members and veterans,Army soldiers ,Violence,Interpersonal violence (victim or perpetrator),"History of family violence documented in legal, Family Services, and medical records ","History of family violence documented in legal, Family Services, and medical records ",No family violence history,OR,2.9,"CI95 [2.6, 3.2]",,The Army Study to Assess Risk and Resilience in Service members (Army STARRS): progress toward understanding suicide among soldiers,10.1038/s41380-018-0197-z,30104726,https://pubmed.ncbi.nlm.nih.gov/30104726/
Naifeh,2019,United States,Cohort,SA,Military service members and veterans,Army soldiers ,Violence,Victim of violence,Sexual assault ,Sexual assault ,No sexual assault,OR,3,"CI95 [2.5, 3.6]",,The Army Study to Assess Risk and Resilience in Service members (Army STARRS): progress toward understanding suicide among soldiers,10.1038/s41380-018-0197-z,30104726,https://pubmed.ncbi.nlm.nih.gov/30104726/
Naifeh,2019,United States,Cohort,SA,Military service members and veterans,Army soldiers ,Violence,Perpetrator of violence,Perpetrators of family violence,Perpetrators of family violence,,OR,3.3,"CI95 [3.0, 3.7]",,The Army Study to Assess Risk and Resilience in Service members (Army STARRS): progress toward understanding suicide among soldiers,10.1038/s41380-018-0197-z,30104726,https://pubmed.ncbi.nlm.nih.gov/30104726/
Naifeh,2019,United States,Cohort,SA,Military service members and veterans,Army soldiers ,Family Characteristics,Family adversity,Perpetrators of family violence,Perpetrators of family violence,,OR,3.3,"CI95 [3.0, 3.7]",,The Army Study to Assess Risk and Resilience in Service members (Army STARRS): progress toward understanding suicide among soldiers,10.1038/s41380-018-0197-z,30104726,https://pubmed.ncbi.nlm.nih.gov/30104726/
Ng,2018,Singapore,Meta-analysis,SA,Participants with history of childhood sexual abuse ,Participants with history of childhood sexual abuse ,Violence,Victim of violence,Childhood sexual abuse,Early life sexual abuse ,,OR,1.89,"CI95 [1.66, 2.12]",,Early life sexual abuse is associated with increased suicide attempts: An update meta-analysis,10.1016/j.jpsychires.2018.02.001,29454220,https://pubmed.ncbi.nlm.nih.gov/29454220/
Ng,2018,Singapore,Meta-analysis,SA,Participants with history of childhood sexual abuse (Population-based),Participants with history of childhood sexual abuse (Population-based),Violence,Victim of violence,Childhood sexual abuse,Early life sexual abuse ,,OR,1.93,"CI95 [1.56, 2.30]",,Early life sexual abuse is associated with increased suicide attempts: An update meta-analysis,10.1016/j.jpsychires.2018.02.001,29454220,https://pubmed.ncbi.nlm.nih.gov/29454220/
Ng,2018,Singapore,Meta-analysis,SA,Participants with history of childhood sexual abuse (Clinical sample),Participants with history of childhood sexual abuse (Clinical sample),Violence,Victim of violence,Childhood sexual abuse,Early life sexual abuse ,,OR,2.07,"CI95 [1.55, 2.59]",,Early life sexual abuse is associated with increased suicide attempts: An update meta-analysis,10.1016/j.jpsychires.2018.02.001,29454220,https://pubmed.ncbi.nlm.nih.gov/29454220/
Niederkrotenthaler,2020,Austria,Cohort,Repeat SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Swedish residents with previous SA,Psychiatric and Mental Health Conditions,Disability due to mental health condition,Swedish-born individuals on disability pension,Swedish-born individuals on disability pension,Swedish-born individuals with no disability pension,HR,1.08,"CI95 [1.04, 1.13]",,Previous suicide attempt and subsequent risk of re-attempt and suicide: Are there differences in immigrant subgroups compared to Swedish-born individuals?,10.1016/j.jad.2020.01.013,32090750,https://pubmed.ncbi.nlm.nih.gov/32090750/
Niederkrotenthaler,2020,Austria,Cohort,Repeat SA,Individuals with a history of non-fatal suicidal behaviors and NSSI,Swedish residents with previous SA,Physical Health Conditions,Disability due to physical health condition,Swedish-born individuals on disability pension,Swedish-born individuals on disability pension,Swedish-born individuals with no disability pension,HR,1.08,"CI95 [1.04, 1.13]",,Previous suicide attempt and subsequent risk of re-attempt and suicide: Are there differences in immigrant subgroups compared to Swedish-born individuals?,10.1016/j.jad.2020.01.013,32090750,https://pubmed.ncbi.nlm.nih.gov/32090750/
